call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
assignment_unknown,load_state_dict,yolox_model.load_state_dict(ckpt),76,yolox_model = exp.get_model(),71.0,exp.get_model.load_state_dict,exp,yolox/models/build.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\models\build.py
import,load,"state_dict = torch.load(f, map_location=""cpu"")",58,import torch,5.0,torch.load,torch,yolox/models/yolo_fpn.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\models\yolo_fpn.py
assignment_import,load_state_dict,self.backbone.load_state_dict(state_dict),60,self.backbone = Darknet(depth),26.0,darknet.Darknet.load_state_dict,darknet,yolox/models/yolo_fpn.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\models\yolo_fpn.py
import,loads,return pickle.loads(tensor.cpu().numpy().tobytes()),49,import pickle,5.0,pickle.loads,pickle,yolox/utils/allreduce_norm.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\utils\allreduce_norm.py
function_parameter,load_state_dict,"module.load_state_dict(states, strict=False)",103,def all_reduce_norm(module):,97.0,all_reduce_norm.module.load_state_dict,all_reduce_norm,yolox/utils/allreduce_norm.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\utils\allreduce_norm.py
function_parameter,load_state_dict,"model.load_state_dict(load_dict, strict=False)",32,"def load_ckpt(model, ckpt):",11.0,load_ckpt.model.load_state_dict,load_ckpt,yolox/utils/checkpoint.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\utils\checkpoint.py
import,loads,data_list.append(pickle.loads(buffer)),228,import pickle,14.0,pickle.loads,pickle,yolox/utils/dist.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\utils\dist.py
import,loads,data_list.append(pickle.loads(buffer)),270,import pickle,14.0,pickle.loads,pickle,yolox/utils/dist.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yolox\utils\dist.py
assignment_import,load_state_dict,model_trt.load_state_dict(torch.load(trt_file)),40,model_trt = TRTModule(),39.0,torch2trt.TRTModule.load_state_dict,torch2trt,yoloxtools/predictor.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yoloxtools\predictor.py
import,load,model_trt.load_state_dict(torch.load(trt_file)),40,import torch,6.0,torch.load,torch,yoloxtools/predictor.py,infstellar/genshin_impact_assistant,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\infstellar@genshin_impact_assistant\yoloxtools\predictor.py
